cc_article_number,URL,article_title
CC 3295,https://www.legis.la.gov/legis/Law.aspx?d=110345,Mortgage securing another's obligation
CC 3296,https://www.legis.la.gov/legis/Law.aspx?d=110346,Right of mortgagor to raise defenses
CC 3297,https://www.legis.la.gov/legis/Law.aspx?d=110347,Restrictions upon recourse of mortgagee
CC 3298,https://www.legis.la.gov/legis/Law.aspx?d=110348,Mortgage may secure future obligations
CC 3299,https://www.legis.la.gov/legis/Law.aspx?d=110349,Judicial and legal mortgages
CC 3300,https://www.legis.la.gov/legis/Law.aspx?d=110350,Creation of judicial mortgage
CC 3301,https://www.legis.la.gov/legis/Law.aspx?d=110351,Creation of legal mortgage
CC 3302,https://www.legis.la.gov/legis/Law.aspx?d=110352,Property burdened by judicial and legal mortgages
CC 3303,https://www.legis.la.gov/legis/Law.aspx?d=110353,Nature of judicial and legal mortgages
CC 3304,https://www.legis.la.gov/legis/Law.aspx?d=110354,Judgment; suspensive appeal
CC 3305,https://www.legis.la.gov/legis/Law.aspx?d=110355,Judgments of other jurisdictions
CC 3306,https://www.legis.la.gov/legis/Law.aspx?d=110356,Judgment against person deceased
CC 3307,https://www.legis.la.gov/legis/Law.aspx?d=110357,The effect and rank of mortgages
CC 3308,https://www.legis.la.gov/legis/Law.aspx?d=110358,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3309,https://www.legis.la.gov/legis/Law.aspx?d=110359,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3310,https://www.legis.la.gov/legis/Law.aspx?d=110360,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3311,https://www.legis.la.gov/legis/Law.aspx?d=110361,Mortgage securing several obligations
CC 3312,https://www.legis.la.gov/legis/Law.aspx?d=110362,Transfer of the secured obligation
CC 3313,https://www.legis.la.gov/legis/Law.aspx?d=110363,Transfer does not imply subordination
CC 3314,https://www.legis.la.gov/legis/Law.aspx?d=110364,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3315,https://www.legis.la.gov/legis/Law.aspx?d=110365,Third possessor defined
CC 3316,https://www.legis.la.gov/legis/Law.aspx?d=110366,Liability of third possessor
CC 3317,https://www.legis.la.gov/legis/Law.aspx?d=110367,Rights of third possessor
CC 3318,https://www.legis.la.gov/legis/Law.aspx?d=110368,Right of third possessor for costs of improvements
CC 3319,https://www.legis.la.gov/legis/Law.aspx?d=110369,Methods of extinction
CC 3320,https://www.legis.la.gov/legis/Law.aspx?d=110370,Recordation; limits of effectiveness
CC 3321,https://www.legis.la.gov/legis/Law.aspx?d=110371,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3322,https://www.legis.la.gov/legis/Law.aspx?d=110372,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3323,https://www.legis.la.gov/legis/Law.aspx?d=110373,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3324,https://www.legis.la.gov/legis/Law.aspx?d=110374,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3325,https://www.legis.la.gov/legis/Law.aspx?d=110375,"Paraph of notes or written obligations secured by a mortgage, privilege, or other encumbrance"
CC 3326,https://www.legis.la.gov/legis/Law.aspx?d=110376,Effect of mortgage filed after death of mortgagor
CC 3327,https://www.legis.la.gov/legis/Law.aspx?d=110377,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3328,https://www.legis.la.gov/legis/Law.aspx?d=110378,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3329,https://www.legis.la.gov/legis/Law.aspx?d=110379,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3330,https://www.legis.la.gov/legis/Law.aspx?d=110381,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3331,https://www.legis.la.gov/legis/Law.aspx?d=110382,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3332,https://www.legis.la.gov/legis/Law.aspx?d=110383,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3333,https://www.legis.la.gov/legis/Law.aspx?d=110384,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3334,https://www.legis.la.gov/legis/Law.aspx?d=110385,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3335,https://www.legis.la.gov/legis/Law.aspx?d=110386,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3336,https://www.legis.la.gov/legis/Law.aspx?d=110387,"Repealed by Acts 2005, No. 169, §8, eff. July 1, 2006."
CC 3337,https://www.legis.la.gov/legis/Law.aspx?d=110388,Cancellation of mortgages and privileges from the records
CC 3338,https://www.legis.la.gov/legis/Law.aspx?d=110389,Instruments creating real rights in immovables; recordation required to affect third persons
CC 3339,https://www.legis.la.gov/legis/Law.aspx?d=321901,Matters not of record
CC 3340,https://www.legis.la.gov/legis/Law.aspx?d=321902,Effect of recording other documents
CC 3341,https://www.legis.la.gov/legis/Law.aspx?d=110390,Limits on the effect of recordation
CC 3342,https://www.legis.la.gov/legis/Law.aspx?d=110391,Parties to an instrument are precluded from raising certain matters
CC 3343,https://www.legis.la.gov/legis/Law.aspx?d=110392,Third person defined
CC 3344,https://www.legis.la.gov/legis/Law.aspx?d=110393,Refusal for failure of original signature or proper certification; effect of recordation; necessity of proof of signature recordation of a duplicate
CC 3345,https://www.legis.la.gov/legis/Law.aspx?d=110394,Recordation of a duplicate
CC 3346,https://www.legis.la.gov/legis/Law.aspx?d=110395,Place of recordation; duty of the recorder
CC 3347,https://www.legis.la.gov/legis/Law.aspx?d=110396,Effect of recordation arises upon filing
CC 3348,https://www.legis.la.gov/legis/Law.aspx?d=110397,Time of filing; determination
CC 3349,https://www.legis.la.gov/legis/Law.aspx?d=110398,Failure to endorse; effect
CC 3350,https://www.legis.la.gov/legis/Law.aspx?d=110399,Presumption as to time of filing
CC 3351,https://www.legis.la.gov/legis/Law.aspx?d=110400,Ancient documents; presumptions
CC 3352,https://www.legis.la.gov/legis/Law.aspx?d=321903,Recorded acts; required information
CC 3353,https://www.legis.la.gov/legis/Law.aspx?d=110401,Effect of indefinite or incomplete name
CC 3354,https://www.legis.la.gov/legis/Law.aspx?d=110402,Applicability
CC 3355,https://www.legis.la.gov/legis/Law.aspx?d=110403,"Mortgage, pledge, or privilege affecting property in several parishes"
CC 3356,https://www.legis.la.gov/legis/Law.aspx?d=110404,"Transfers, amendments, and releases"
CC 3357,https://www.legis.la.gov/legis/Law.aspx?d=110405,Duration; general rule
CC 3358,https://www.legis.la.gov/legis/Law.aspx?d=110406,"Duration of recordation of certain mortgages, pledges, and  privileges"
CC 3359,https://www.legis.la.gov/legis/Law.aspx?d=110407,Duration of recordation of judicial mortgage
CC 3360,https://www.legis.la.gov/legis/Law.aspx?d=110409,"Duration of recordation of mortgage given by tutor, curator, or succession representative"
CC 3361,https://www.legis.la.gov/legis/Law.aspx?d=110410,Effect of amendment
CC 3362,https://www.legis.la.gov/legis/Law.aspx?d=110411,Method of reinscription
CC 3363,https://www.legis.la.gov/legis/Law.aspx?d=110412,Method of reinscription exclusive
CC 3364,https://www.legis.la.gov/legis/Law.aspx?d=110413,Effect of timely recordation of notice of reinscription
CC 3365,https://www.legis.la.gov/legis/Law.aspx?d=110414,Effect of request recorded after cessation of effect of recordation
CC 3366,https://www.legis.la.gov/legis/Law.aspx?d=110415,Cancellation upon written request; form and content
CC 3367,https://www.legis.la.gov/legis/Law.aspx?d=110416,Cancellation of recordation after effect of recordation has ceased
CC 3368,https://www.legis.la.gov/legis/Law.aspx?d=110417,Cancellation of prescribed judicial mortgage
CC 3369,https://www.legis.la.gov/legis/Law.aspx?d=110418,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3370,https://www.legis.la.gov/legis/Law.aspx?d=110420,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3397,https://www.legis.la.gov/legis/Law.aspx?d=110423,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3398,https://www.legis.la.gov/legis/Law.aspx?d=110424,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3399,https://www.legis.la.gov/legis/Law.aspx?d=110425,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3400,https://www.legis.la.gov/legis/Law.aspx?d=110427,"Arts 3400 to 3404 Repealed by Acts 1960, No. 30, 2, eff. Jan. 1, 1961."
CC 3405,https://www.legis.la.gov/legis/Law.aspx?d=110428,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3406,https://www.legis.la.gov/legis/Law.aspx?d=110429,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3407,https://www.legis.la.gov/legis/Law.aspx?d=110430,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3408,https://www.legis.la.gov/legis/Law.aspx?d=110431,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3409,https://www.legis.la.gov/legis/Law.aspx?d=110432,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3410,https://www.legis.la.gov/legis/Law.aspx?d=110433,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3411,https://www.legis.la.gov/legis/Law.aspx?d=110434,"Repealed by Acts 1992, No. 1132, 1, eff. Jan. 1, 1993."
CC 3412,https://www.legis.la.gov/legis/Law.aspx?d=110435,Occupancy
CC 3413,https://www.legis.la.gov/legis/Law.aspx?d=110436,"Wild animals, birds, fish, and shellfish"
CC 3414,https://www.legis.la.gov/legis/Law.aspx?d=110437,Loss of ownership of wildlife
CC 3415,https://www.legis.la.gov/legis/Law.aspx?d=110438,Wildlife in enclosures
CC 3416,https://www.legis.la.gov/legis/Law.aspx?d=110439,Tamed wild animals
CC 3417,https://www.legis.la.gov/legis/Law.aspx?d=110440,Domestic animals
CC 3418,https://www.legis.la.gov/legis/Law.aspx?d=110441,Abandoned things
CC 3419,https://www.legis.la.gov/legis/Law.aspx?d=110442,Lost things
CC 3419.1,https://www.legis.la.gov/legis/Law.aspx?d=1238029,Lost things; domestic animals
CC 3420,https://www.legis.la.gov/legis/Law.aspx?d=110443,Treasure
CC 3421,https://www.legis.la.gov/legis/Law.aspx?d=110444,Possession
CC 3422,https://www.legis.la.gov/legis/Law.aspx?d=110445,Nature of possession; right to possess
CC 3423,https://www.legis.la.gov/legis/Law.aspx?d=110446,Rights of possessors
CC 3424,https://www.legis.la.gov/legis/Law.aspx?d=110447,Acquisition of possession
CC 3425,https://www.legis.la.gov/legis/Law.aspx?d=110448,Corporeal possession
CC 3426,https://www.legis.la.gov/legis/Law.aspx?d=110449,Constructive possession
CC 3427,https://www.legis.la.gov/legis/Law.aspx?d=110450,Presumption of intent to own the thing
CC 3428,https://www.legis.la.gov/legis/Law.aspx?d=110451,Acquisition of possession through another
CC 3429,https://www.legis.la.gov/legis/Law.aspx?d=110452,Exercise of possession by another
CC 3430,https://www.legis.la.gov/legis/Law.aspx?d=110453,Juridical persons
CC 3431,https://www.legis.la.gov/legis/Law.aspx?d=110454,Retention of possession; civil possession
CC 3432,https://www.legis.la.gov/legis/Law.aspx?d=110455,Presumption of retention of possession
CC 3433,https://www.legis.la.gov/legis/Law.aspx?d=110456,Loss of possession
CC 3434,https://www.legis.la.gov/legis/Law.aspx?d=110457,Loss of the right to possess
CC 3435,https://www.legis.la.gov/legis/Law.aspx?d=110458,Vices of possession
CC 3436,https://www.legis.la.gov/legis/Law.aspx?d=110459,"Violent, clandestine, discontinuous, and equivocal possession"
CC 3437,https://www.legis.la.gov/legis/Law.aspx?d=110460,Precarious possession
CC 3438,https://www.legis.la.gov/legis/Law.aspx?d=110461,Presumption of precariousness
CC 3439,https://www.legis.la.gov/legis/Law.aspx?d=110462,Termination of precarious possession
CC 3440,https://www.legis.la.gov/legis/Law.aspx?d=110463,Protection of precarious possession
CC 3441,https://www.legis.la.gov/legis/Law.aspx?d=110464,Transfer of possession
CC 3442,https://www.legis.la.gov/legis/Law.aspx?d=110465,Tacking of possession
CC 3443,https://www.legis.la.gov/legis/Law.aspx?d=110466,Presumption of continuity of possession
CC 3444,https://www.legis.la.gov/legis/Law.aspx?d=110467,Possessory action
CC 3445,https://www.legis.la.gov/legis/Law.aspx?d=110468,Kinds of prescription
CC 3446,https://www.legis.la.gov/legis/Law.aspx?d=110469,Acquisitive prescription
CC 3447,https://www.legis.la.gov/legis/Law.aspx?d=110470,Liberative prescription
CC 3448,https://www.legis.la.gov/legis/Law.aspx?d=110471,Prescription of nonuse
CC 3449,https://www.legis.la.gov/legis/Law.aspx?d=110472,Renunciation of prescription
CC 3450,https://www.legis.la.gov/legis/Law.aspx?d=110473,Express or tacit renunciation
CC 3451,https://www.legis.la.gov/legis/Law.aspx?d=110474,Capacity to renounce
CC 3452,https://www.legis.la.gov/legis/Law.aspx?d=110475,Necessity for pleading prescription
CC 3453,https://www.legis.la.gov/legis/Law.aspx?d=110476,Rights of creditors and other interested parties
CC 3454,https://www.legis.la.gov/legis/Law.aspx?d=110477,Computation of time
CC 3455,https://www.legis.la.gov/legis/Law.aspx?d=110478,Computation of time by months
CC 3456,https://www.legis.la.gov/legis/Law.aspx?d=110479,Computation of time by years
CC 3457,https://www.legis.la.gov/legis/Law.aspx?d=110480,Prescription established by legislation only
CC 3458,https://www.legis.la.gov/legis/Law.aspx?d=110481,Peremption; effect
CC 3459,https://www.legis.la.gov/legis/Law.aspx?d=110482,Application of rules of prescription
CC 3460,https://www.legis.la.gov/legis/Law.aspx?d=110483,Peremption need not be pleaded
CC 3461,https://www.legis.la.gov/legis/Law.aspx?d=110484,"Renunciation, interruption, or suspension ineffective"
CC 3462,https://www.legis.la.gov/legis/Law.aspx?d=110485,Interruption by filing of suit or by service of process
CC 3463,https://www.legis.la.gov/legis/Law.aspx?d=110486,Duration of interruption; abandonment or discontinuance of suit
CC 3464,https://www.legis.la.gov/legis/Law.aspx?d=110487,Interruption by acknowledgment
CC 3465,https://www.legis.la.gov/legis/Law.aspx?d=110488,Interruption of acquisitive prescription
CC 3466,https://www.legis.la.gov/legis/Law.aspx?d=110489,Effect of interruption
CC 3467,https://www.legis.la.gov/legis/Law.aspx?d=110490,Persons against whom prescription runs
CC 3468,https://www.legis.la.gov/legis/Law.aspx?d=110491,Incompetents
CC 3469,https://www.legis.la.gov/legis/Law.aspx?d=110492,Suspension of prescription
CC 3470,https://www.legis.la.gov/legis/Law.aspx?d=110493,Prescription during delays for inventory; vacant succession
CC 3471,https://www.legis.la.gov/legis/Law.aspx?d=110494,Limits of contractual freedom
CC 3472,https://www.legis.la.gov/legis/Law.aspx?d=110495,Effect of suspension
CC 3472.1,https://www.legis.la.gov/legis/Law.aspx?d=1188052,Emergency suspension of prescription and peremption
CC 3473,https://www.legis.la.gov/legis/Law.aspx?d=110496,Prescription of ten years
CC 3474,https://www.legis.la.gov/legis/Law.aspx?d=110497,Incompetents
CC 3475,https://www.legis.la.gov/legis/Law.aspx?d=110498,Requisites
CC 3476,https://www.legis.la.gov/legis/Law.aspx?d=110499,Attributes of possession
CC 3477,https://www.legis.la.gov/legis/Law.aspx?d=110500,Precarious possessor; inability to prescribe
CC 3478,https://www.legis.la.gov/legis/Law.aspx?d=110501,Termination of precarious possession; commencement of prescription
CC 3479,https://www.legis.la.gov/legis/Law.aspx?d=110502,Particular successor of precarious possessor
CC 3480,https://www.legis.la.gov/legis/Law.aspx?d=110503,Good faith
CC 3481,https://www.legis.la.gov/legis/Law.aspx?d=110504,Presumption of good faith
CC 3482,https://www.legis.la.gov/legis/Law.aspx?d=110505,Good faith at commencement of prescription
CC 3483,https://www.legis.la.gov/legis/Law.aspx?d=110506,Just title
CC 3484,https://www.legis.la.gov/legis/Law.aspx?d=110507,Transfer of undivided part of an immovable
CC 3485,https://www.legis.la.gov/legis/Law.aspx?d=110508,Things susceptible of prescription
CC 3486,https://www.legis.la.gov/legis/Law.aspx?d=110509,Immovables; prescription of thirty years
CC 3487,https://www.legis.la.gov/legis/Law.aspx?d=110510,Restriction as to extent of possession
CC 3488,https://www.legis.la.gov/legis/Law.aspx?d=110511,Applicability of rules governing prescription of ten years
CC 3489,https://www.legis.la.gov/legis/Law.aspx?d=110512,Movables; acquisitive prescription
CC 3490,https://www.legis.la.gov/legis/Law.aspx?d=110513,Prescription of three years
CC 3491,https://www.legis.la.gov/legis/Law.aspx?d=110514,Prescription of ten years
